gene,title,journal,year,PMID,DOI,evidence_grade,study_type,summary,evidence_categories,publication_types,mesh_terms
LINC00926,Long non-coding RNA LINC00926 regulates WNT10B signaling pathway thereby altering inflammatory gene expression in PTSD.,Translational psychiatry,2022,35551428,10.1038/s41398-022-01971-5,A,Human study,"PubMed abstract evidence: Increased H3K4me3 resulted from LINC00926, which we found to be upregulated in the PTSD sample, bringing in histone methyltransferase, MLL1, onto WNT10B promotor leading to the introduction of H3K4 trimethylation.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural","Gene Expression; Humans; Inflammation; Leukocytes, Mononuclear; Proto-Oncogene Proteins; RNA, Long Noncoding; Signal Transduction; Stress Disorders, Post-Traumatic; Wnt Proteins"
LINC00926,Ferroptosis and WDFY4 as novel targets for immunotherapy of lung adenocarcinoma.,Aging,2023,37728413,10.18632/aging.205042,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: During the later phases of B cell differentiation in LUAD, there was a decrease in the expression levels of ACAP1, LINC00926, TLR10, MS4A1, WDFY4, and TRIM22 genes, whereas the expression levels of TMEM59, TP53INP1, and METTL7A genes were elevated.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Ferroptosis; Humans; Lung Neoplasms; Adenocarcinoma of Lung; Immunotherapy; Animals; Mice; Gene Expression Regulation, Neoplastic; Prognosis; Cell Line, Tumor"
LINC00926,YY1-activated LINC00926 promotes the survival of mycobacteria and regulates inflammatory response in Mycobacterium tuberculosis-infected macrophages.,Archives of microbiology,2026,42274770,10.1007/s00203-026-04953-z,A,Human laboratory study,"PubMed abstract evidence: Notably, lncRNA LINC00926 is upregulated in peripheral blood mononuclear cells from tuberculosis patients.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Macrophages; Humans; YY1 Transcription Factor; Mycobacterium tuberculosis; RNA, Long Noncoding; Tuberculosis; Apoptosis; Cytokines; THP-1 Cells; Inflammation; Autophagy"
LST1,"LST1 and NCR3 expression in autoimmune inflammation and in response to IFN-gamma, LPS and microbial infection.",Immunogenetics,2006,16362817,10.1007/s00251-005-0057-2,A,Human laboratory study,"PubMed abstract evidence: The specific function of LST1 is not known, although expression analysis and functional data suggest an immunomodulatory role.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Arthritis, Rheumatoid; Base Sequence; Blood Proteins; Case-Control Studies; Dendritic Cells; Gene Expression; Genetic Variation; Humans; In Vitro Techniques; Interferon-gamma; Intracellular Signaling Peptides and Proteins; Killer Cells, Natural; Lipopolysaccharides; Membrane Proteins; Natural Cytotoxicity Triggering Receptor 3; Pseudomonas aeruginosa; RNA, Messenger; Receptors, Immunologic; Recombinant Proteins; Staphylococcus aureus; Synovial Membrane; U937 Cells"
LST1,An upstream open reading frame regulates LST1 expression during monocyte differentiation.,PloS one,2014,24816991,10.1371/journal.pone.0096245,A,Human laboratory study,PubMed abstract evidence: The main objective of the present study was to assess whether uORFs regulate the expression of the MHC class III gene LST1.,Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","5' Untranslated Regions; Amino Acid Sequence; Base Sequence; Blotting, Western; Cell Differentiation; Cell Line, Tumor; Flow Cytometry; Gene Expression Regulation; Green Fluorescent Proteins; HEK293 Cells; HeLa Cells; Humans; Intracellular Signaling Peptides and Proteins; Major Histocompatibility Complex; Membrane Proteins; Molecular Sequence Data; Monocytes; Open Reading Frames; Reverse Transcriptase Polymerase Chain Reaction; Sequence Homology, Amino Acid; Sequence Homology, Nucleic Acid; Transcription Initiation, Genetic; U937 Cells"
LST1,LST1: a novel biomarker for efferocytosis in the co-occurrence of type 2 diabetes mellitus and clear cell renal cell carcinoma.,Frontiers in immunology,2025,41488617,10.3389/fimmu.2025.1737749,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Integrating machine learning and transcriptome analysis, we identified LST1 as a pivotal regulatory gene in both T2DM and ccRCC (AUC> 0.745).",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Biomarkers; Carcinoma, Renal Cell; Comorbidity; Datasets as Topic; Diabetes Mellitus, Type 2; Efferocytosis; Intracellular Signaling Peptides and Proteins; Kidney Neoplasms; Membrane Proteins; Prediction Algorithms; Prognosis; Reproducibility of Results; Single-Cell Analysis; Transcriptome; Machine Learning"
LTB,Identifying CNS-colonizing T cells as potential therapeutic targets to prevent progression of multiple sclerosis.,"Med (New York, N.Y.)",2021,33748804,10.1016/j.medj.2021.01.006,A,Human single-cell/transcriptomic study,PubMed abstract evidence: FINDINGS: We identify a specific pathogenic CD161+/lymphotoxin beta (LTB)+ T cell population that resides in brains of progressive MS patients.,Association; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Central Nervous System; Humans; Multiple Sclerosis; Multiple Sclerosis, Chronic Progressive; Multiple Sclerosis, Relapsing-Remitting; Natalizumab; T-Lymphocytes"
LTB,Single-Cell Transcriptomic Profile of Innate Cell Populations in Mesenteric Lymph Nodes of Inflammatory Bowel Disease Patients.,Inflammatory bowel diseases,2025,39982469,10.1093/ibd/izaf017,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: DC clusters included 3 newly characterized DC clusters such as CD1c/CD163/VCAN/CD64-expressing DC3; AXL-expressing DCs; and a CD103+ DC subset, expressing LTB, S100B, and IL22RA2 (encoding IL22BP).",Association; Biomarker; Experimental evidence,Journal Article,"Humans; Immunity, Innate; Lymph Nodes; Dendritic Cells; Female; Transcriptome; Male; Single-Cell Analysis; Adult; Middle Aged; Mesentery; Macrophages; Inflammatory Bowel Diseases; Monocytes; Crohn Disease; Killer Cells, Natural; Colitis, Ulcerative; Gene Expression Profiling"
LTB,Single-cell transcriptomic analysis reveals T cell heterogeneity and metabolic reprogramming in human immune-mediated glomerulonephritis.,Autoimmunity,2025,41241792,10.1080/08916934.2025.2582720,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Notably, LTB⁺ memory T cells (LTB⁺ Tm) were selectively elevated in IgAN and LN patients.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Single-Cell Analysis; Gene Expression Profiling; Glomerulonephritis; Transcriptome; T-Lymphocytes; Lupus Nephritis; Male; Female; Glomerulonephritis, IGA; T-Lymphocyte Subsets; Metabolic Reprogramming"
LYAR,"LYAR, a novel nucleolar protein with zinc finger DNA-binding motifs, is involved in cell growth regulation.",Genes & development,1993,8491376,10.1101/gad.7.5.735,A,Human and laboratory/animal study,PubMed abstract evidence: The cDNA is therefore named Ly-1 antibody reactive clone (LYAR).,Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.","Amino Acid Sequence; Animals; Base Sequence; Cell Division; Cell Line; DNA-Binding Proteins; Gene Expression Regulation, Leukemic; Humans; Leukemia, B-Cell; Leukemia, T-Cell; Male; Mice; Mice, Inbred C57BL; Mice, Inbred DBA; Mice, Nude; Molecular Sequence Data; Neoplasms, Radiation-Induced; Nuclear Proteins; Sequence Homology, Amino Acid; Testis; Thymus Gland; Tumor Cells, Cultured; Zinc Fingers"
LYAR,A Comprehensive Analysis of LYAR in Colorectal Cancer: Prognostic Marker and Therapeutic Target.,Cancer biotherapy & radiopharmaceuticals,2024,39159060,10.1089/cbr.2023.0181,A,Human single-cell/transcriptomic study,PubMed abstract evidence: This work investigated the biological mechanisms and clinical value of Ly1 antibody reactive (LYAR) in CRC.,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Colorectal Neoplasms; Prognosis; Biomarkers, Tumor; Tumor Microenvironment; Male; Female; Gene Expression Regulation, Neoplastic"
LYAR,Spatiotemporal profiling of endocytic regulators in the immunosuppressive TAM microenvironment of glioma.,Brain research,2026,41352636,10.1016/j.brainres.2025.150086,A,Human single-cell/transcriptomic study,"PubMed abstract evidence: Among them, FCGR2B, CLEC7A, and LYAR emerged as key modulators associated with the spatiotemporal heterogeneity of tumor-associated macrophages (TAMs) and malignant cells.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Glioma; Tumor Microenvironment; Humans; Endocytosis; Brain Neoplasms; Tumor-Associated Macrophages; Macrophages; Lectins, C-Type"
MALAT1,An intersegmental single-cell profile reveals aortic heterogeneity and identifies a novel Malat1+ vascular smooth muscle subtype involved in abdominal aortic aneurysm formation.,Signal transduction and targeted therapy,2022,35473929,10.1038/s41392-022-00943-x,C,Laboratory/animal study,"PubMed abstract evidence: More importantly, vascular smooth muscle cells (VSMCs) demonstrated a novel composition in which VSMC 4 marked with the gene Malat1 were mainly distributed in the abdominal segment.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Angiotensin II; Animals; Aorta; Aortic Aneurysm, Abdominal; Muscle, Smooth, Vascular; Myocytes, Smooth Muscle"
MALAT1,LncRNA MALAT1 and Ischemic Stroke: Pathogenesis and Opportunities.,Molecular neurobiology,2024,38087169,10.1007/s12035-023-03853-3,C,Review,"PubMed abstract evidence: Among these lncRNAs, MALAT1 (metastasis-associated lung adenocarcinoma transcript 1) has been extensively studied due to its involvement in the pathophysiological processes of IS.",Review; Mechanism; Biomarker,Journal Article; Review,"RNA, Long Noncoding; Humans; Animals; Ischemic Stroke; Oxidative Stress; Signal Transduction"
MALAT1,Long noncoding RNA Malat1 protects against osteoporosis and bone metastasis.,Nature communications,2024,38493144,10.1038/s41467-024-46602-3,C,Human single-cell/transcriptomic study,"PubMed abstract evidence: MALAT1, one of the few highly conserved nuclear long noncoding RNAs (lncRNAs), is abundantly expressed in normal tissues.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; Humans; Mice; Macrophages; Osteoclasts; Osteogenesis; Osteoporosis; RNA, Long Noncoding"
MS4A1,"The regulation and function of CD20: an ""enigma"" of B-cell biology and targeted therapy.",Haematologica,2020,32482755,10.3324/haematol.2019.243543,B,Review,"PubMed abstract evidence: Several epigenetic (EZH2, HDAC1/2, HDAC1/4, HDAC6, complex Sin3A-HDAC1) and transcription factors (USF, OCT1/2, PU.1, PiP, ELK1, ETS1, SP1, NFκB, FOXO1, CREM, SMAD2/3) regulating CD20 expression (encoded by MS4A1) have been characterized.",Review; Mechanism; Biomarker,"Journal Article; Research Support, Non-U.S. Gov't; Review","Antibodies, Monoclonal; Antigens, CD20; B-Lymphocytes; Humans; Leukemia, Lymphocytic, Chronic, B-Cell; Pyrimidines; Rituximab"
MS4A1,"Novel cell subtypes of SPP1 + S100P+, MS4A1-SPP1 + S100P+ were key subpopulations in intrahepatic cholangiocarcinoma.",Biochimica et biophysica acta. General subjects,2023,37433400,10.1016/j.bbagen.2023.130420,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: RESULTS: iCCA presented a unique immune ecosystem, with increased proportions of Epi (epithelial)-SPP1-2, Epi-S100P-1, Epi-DN (double negative for SPP1 and S100P expression)-1, Epi-DN-2, Epi-DP (double positive for SPP1 and S100P expression)-1, Plasma B-3, Plasma B-2, B-HSPA1A-1, B-HSPA1A-2 cells, and decreased proportions of B-MS4A1.",Association; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Humans; Bile Duct Neoplasms; Bile Ducts, Intrahepatic; Biomarkers, Tumor; Calcium-Binding Proteins; Cholangiocarcinoma; Ecosystem; Neoplasm Proteins; Osteopontin; Glycoproteins"
MS4A1,MS4A1-PTGS2 axis induces taurine metabolic reprogramming to exacerbate abdominal aortic aneurysm progression.,International journal of medical sciences,2024,39239552,10.7150/ijms.99659,B,Human single-cell/transcriptomic study,PubMed abstract evidence: The publication title identifies MS4A1 as its subject: MS4A1-PTGS2 axis induces taurine metabolic reprogramming to exacerbate abdominal aortic aneurysm progression.,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Aortic Aneurysm, Abdominal; Taurine; Animals; Humans; Mice; Disease Progression; Disease Models, Animal; Myocytes, Smooth Muscle; Male; Single-Cell Analysis; Extracellular Matrix; Metabolomics; Metabolic Reprogramming"
MS4A6A,Genetics of Alzheimer's Disease.,Dementia and neurocognitive disorders,2018,30906402,10.12779/dnd.2018.17.4.131,B,Review,"PubMed abstract evidence: Genome-wide association studies have found risk genes such as ABCA7, BIN1, CASS4, CD33, CD2AP, CELF1, CLU, CR1, DSG2, EPHA1, FERMT2, HLA-DRB5-HLA-DRB1, INPP5D, MEF2C, MS4A6A/MS4A4E, NME8, PICALM, PTK2B, SLC24A4, SORL1, and ZCWPW1.",Review; Biomarker,Journal Article; Review,
MS4A6A,MS4A6A regulates ox-LDL-induced endothelial dysfunction and monocyte adhesion in atherosclerosis via the IKK/NF-kappaB pathway.,International immunopharmacology,2025,40090082,10.1016/j.intimp.2025.114404,B,Human and laboratory/animal study,PubMed abstract evidence: Membrane Spanning 4-Domains A6A (MS4A6A) is associated with inflammation and primarily regulates immunity and cell signaling.,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Animals; NF-kappa B; Lipoproteins, LDL; Atherosclerosis; Cell Adhesion; Monocytes; I-kappa B Kinase; Human Umbilical Vein Endothelial Cells; Signal Transduction; Mice; Male; Mice, Inbred C57BL; Mice, Knockout, ApoE"
MS4A6A,The Myeloid Biomarker MS4A6A Drives an Immunosuppressive Microenvironment in Glioblastoma via Activation of the PGE2 Signaling Axis.,International journal of molecular sciences,2025,41515934,10.3390/ijms27010058,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: We integrated bulk- and single-cell transcriptomic datasets (TCGA, CGGA, Ivy GAP, and Brain Immune Atlas) to systematically characterize the expression, prognostic relevance, and immune contexture of the myeloid biomarker membrane-spanning 4-domain A6A, MS4A6A, in GBM.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Glioblastoma; Tumor Microenvironment; Humans; Signal Transduction; Dinoprostone; Biomarkers, Tumor; Tumor-Associated Macrophages; Brain Neoplasms; Gene Expression Regulation, Neoplastic; Myeloid Cells"
MS4A7,"The short isoform of MS4A7 is a novel player in glioblastoma microenvironment, M2 macrophage polarization, and tumor progression.",Journal of neuroinflammation,2023,36944954,10.1186/s12974-023-02766-1,A,Human single-cell/transcriptomic study,PubMed abstract evidence: The short isoform of MS4A7 (MS4A7-s) was selected for evaluation by RT-PCR and western blotting in clinical specimens.,Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Humans; Brain Neoplasms; Cell Line, Tumor; Gene Expression Regulation, Neoplastic; Glioblastoma; Macrophages; Membrane Proteins; Phosphatidylinositol 3-Kinases; Protein Isoforms; Transcription Factors; Tumor Microenvironment"
MS4A7,Hepatic danger signaling triggers TREM2+ macrophage induction and drives steatohepatitis via MS4A7-dependent inflammasome activation.,Science translational medicine,2024,38478630,10.1126/scitranslmed.adk1866,A,Human and laboratory/animal study,"PubMed abstract evidence: Here, we identify membrane-spanning 4-domains a7 (MS4A7) as a NAM-specific pathogenic factor that exacerbates MASH progression in mice.",Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Animals; Humans; Male; Mice; Inflammasomes; Liver; Macrophages; Membrane Glycoproteins; NLR Family, Pyrin Domain-Containing 3 Protein; Non-alcoholic Fatty Liver Disease; Receptors, Immunologic; Membrane Proteins"
MS4A7,Lipid droplet efferocytosis attenuates proinflammatory signaling in macrophages via TREM2- and MS4A7-dependent mechanisms.,Cell reports,2025,39954254,10.1016/j.celrep.2025.115310,A,Human and laboratory/animal study,"PubMed abstract evidence: Additionally, MS4A7 downregulation contributes to LD efferocytosis-mediated dampening of inflammatory response.",Association; Mechanism; Experimental evidence,Journal Article,"Macrophages; Animals; Receptors, Immunologic; Signal Transduction; Membrane Glycoproteins; Mice; Lipid Droplets; Inflammation; Mice, Inbred C57BL; Phagocytosis; Inflammasomes; NLR Family, Pyrin Domain-Containing 3 Protein; Humans; Lysosomes; Male; Liver; Efferocytosis"
NKG7,The NK cell granule protein NKG7 regulates cytotoxic granule exocytosis and inflammation.,Nature immunology,2020,32839608,10.1038/s41590-020-0758-6,B,Human and laboratory/animal study,"Human and experimental models report that NKG7 regulates cytotoxic-granule exocytosis, target killing, and inflammatory responses.",Mechanism; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Animals; CD4-Positive T-Lymphocytes; CD8-Positive T-Lymphocytes; Cells, Cultured; Cytotoxicity, Immunologic; Disease Models, Animal; Exocytosis; Humans; Inflammation; Killer Cells, Natural; Leishmania donovani; Leishmaniasis, Visceral; Malaria; Membrane Proteins; Mice; Mice, Inbred C57BL; Plasmodium; Secretory Vesicles"
NKG7,NKG7 Is a T-cell-Intrinsic Therapeutic Target for Improving Antitumor Cytotoxicity and Cancer Immunotherapy.,Cancer immunology research,2022,34911739,10.1158/2326-6066.CIR-21-0539,B,Human and laboratory study,Human-tumor analyses and laboratory experiments examine NKG7 as a target for improving T-cell cytotoxic function.,Association; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Animals; CD8-Positive T-Lymphocytes; Humans; Immunotherapy; Membrane Proteins; Mice; Neoplasms; RNA, Messenger; T-Lymphocytes, Cytotoxic"
NKG7,NKG7 Is Required for Optimal Antitumor T-cell Immunity.,Cancer immunology research,2022,35013002,10.1158/2326-6066.CIR-20-0649,B,Laboratory/animal study,Experimental cancer models report that NKG7 is required for optimal antitumor T-cell activity.,Mechanism; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Animals; CD8-Positive T-Lymphocytes; Humans; Immune Checkpoint Inhibitors; Immunotherapy; Killer Cells, Natural; Melanoma; Membrane Proteins; Mice; Tumor Microenvironment"
NOSIP,Modular genome-wide gene expression architecture shared by early traits of osteoporosis and atherosclerosis in the Young Finns Study.,Scientific reports,2021,33782480,10.1038/s41598-021-86536-0,B,Human study,"PubMed abstract evidence: The three most significant member genes from the significant modules were NOSIP, GXYLT2, and TRIM63 (p.adj ≤ 0.18).",Association; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Adult; Atherosclerosis; Biomarkers; Bone Density; Cohort Studies; Female; Finland; Gene Expression; Genome, Human; Humans; Life Style; Male; Middle Aged; Osteoporosis; Reproducibility of Results"
NOSIP,"Peptide vaccine-treated, long-term surviving cancer patients harbor self-renewing tumor-specific CD8+ T cells.",Nature communications,2022,35660746,10.1038/s41467-022-30861-z,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: Tracking TCR clonotypes at the single cell level reveals in two patients that peptide-specific long-lasting CD8+ T cells acquire an effector memory phenotype that associates with cell cycle-related genes (CCNA2 and CDK1), and are characterized by high expression of IL7R, SELL, and NOSIP along with a later stage promotion of the AP-1 transcription factor network (5 years or more past vaccination).",Association; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","CD8-Positive T-Lymphocytes; Cancer Vaccines; Humans; Neoplasms; Peptides; Vaccines, Subunit"
NOSIP,NOSIP overexpression promotes long-term persistence of CD8+ T cells during chronic infection.,Frontiers in immunology,2026,42440569,10.3389/fimmu.2026.1755657,B,Laboratory/animal study,"PubMed abstract evidence: In this study, we demonstrate that overexpression of nitric oxide synthase-interacting protein (NOSIP) enhances the persistence of antigen-specific CD8+ T cells under chronic antigen stimulation.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; CD8-Positive T-Lymphocytes; Mice; T-Cell Exhaustion; Persistent Infection; CX3C Chemokine Receptor 1; B7-H1 Antigen; Mice, Inbred C57BL; Apoptosis"
NRGN,"NRGN, S100B and GFAP levels are significantly increased in patients with structural lesions resulting from mild traumatic brain injuries.",Clinical neurology and neurosurgery,2019,31234132,10.1016/j.clineuro.2019.105380,B,Human study,"PubMed abstract evidence: OBJECTIVE: To determine whether serum neurogranin (NRGN), glial fibrillary acidic protein (GFAP), and calcium-binding protein S100 beta (S100B) levels are associated with traumatic intracranial lesions compared to computed tomography (CT) findings of patients with mild traumatic brain injury (mTBI).",Association; Experimental evidence,Journal Article,Adolescent; Adult; Biomarkers; Brain Concussion; Brain Injuries; Child; Female; Glial Fibrillary Acidic Protein; Humans; Male; Middle Aged; Neurogranin; S100 Calcium Binding Protein beta Subunit; Sensitivity and Specificity
NRGN,"Single-cell characterization of the adult male hippocampus suggests a prominent, and cell-type specific, role for Nrgn and Sgk1 in response to a social stressor.",Molecular psychiatry,2026,41554902,10.1038/s41380-025-03417-y,B,Laboratory/animal study,"PubMed abstract evidence: We found previously unknown, cell-type specific, molecular signatures of a single prolonged social defeat stress response and identified Nrgn and SgK1 as key regulators in stress-responsive glutamatergic neurons, oligodendrocytes, astrocytes, and endothelial cells.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Animals; Male; Serum-Glucocorticoid Regulated Kinases; Hippocampus; Stress, Psychological; Mice; Protein Serine-Threonine Kinases; Immediate-Early Proteins; Mice, Knockout; Neurons; Receptors, Glucocorticoid; Receptors, Mineralocorticoid; Mice, Inbred C57BL; Social Defeat; Single-Cell Analysis"
NRGN,Identification of common genes and biomarkers between Dermatomyositis and rheumatoid arthritis through integrated bioinformatics.,PloS one,2026,41637423,10.1371/journal.pone.0340617,B,Human single-cell/transcriptomic study,"PubMed abstract evidence: Four core genes (JUNB, NRGN, HCP5, RARRES3) were prioritised; HCP5 and RARRES3 showed significant differential expression and diagnostic performance in external datasets (AUC 0.634-0.846).",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Arthritis, Rheumatoid; Dermatomyositis; Humans; Computational Biology; Biomarkers; Gene Regulatory Networks; Gene Expression Profiling"
PF4,Platelet factor 4(PF4) and its multiple roles in diseases.,Blood reviews,2024,38008700,10.1016/j.blre.2023.101155,C,Review,PubMed abstract evidence: Platelet factor 4 (PF4) combines with heparin to form an antigen that could produce IgG antibodies and participate in heparin-induced thrombocytopenia (HIT).,Review; Mechanism,"Journal Article; Review; Research Support, Non-U.S. Gov't",Humans; Platelet Factor 4; COVID-19 Vaccines; Heparin; Thrombocytopenia; Immunoglobulin G; Immunologic Factors
PF4,Proteomic screening identifies PF4/Cxcl4 as a critical driver of myelofibrosis.,Leukemia,2024,39025985,10.1038/s41375-024-02354-z,C,Human and laboratory/animal study,PubMed abstract evidence: The chemokine Platelet Factor 4 (PF4)/Cxcl4 was up-regulated in all proteomes and increased in plasma and BM fluids of fibrotic mice.,Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Platelet Factor 4; Animals; Mice; Primary Myelofibrosis; Humans; Proteomics; Megakaryocytes; Mice, Inbred C57BL; Cell Differentiation"
PF4,"Anti-PF4 disorders: Pathogenesis, diagnosis and treatment.",British journal of haematology,2025,40589323,10.1111/bjh.20216,C,Review,"PubMed abstract evidence: Platelet factor 4 (PF4) is a cationic protein, able to form complexes with negatively charged molecules upon its self-assembly into PF4 tetramers.",Review; Mechanism,Journal Article; Review,Humans; Platelet Factor 4; Heparin; SARS-CoV-2; COVID-19; Thrombosis; Thrombocytopenia; COVID-19 Vaccines; Immunoglobulin G; Autoantibodies; Platelet Activation
PIK3IP1,Inhibition of T-cell activation by PIK3IP1.,European journal of immunology,2012,22706993,10.1002/eji.201141653,B,Human laboratory study,PubMed abstract evidence: PIK3IP1 (PI3K interacting protein 1) is a recently described transmembrane protein that has the ability to bind the catalytic protein p110 and prevent its activation by the p85 family adaptor proteins.,Association; Mechanism; Biomarker; Experimental evidence,"Journal Article; Research Support, N.I.H., Extramural","Humans; Immunosuppression Therapy; Interleukin-2; Intracellular Signaling Peptides and Proteins; Jurkat Cells; Lymphocyte Activation; Membrane Proteins; NFATC Transcription Factors; Oncogene Protein v-akt; Phosphorylation; RNA, Small Interfering; T-Lymphocytes; Transcription Factor AP-1; Transcriptional Activation; Transgenes"
PIK3IP1,Control of T lymphocyte fate decisions by PI3K signaling.,F1000Research,2020,33024547,10.12688/f1000research.26928.1,B,Review,PubMed abstract evidence: Here we review recent key findings regarding both the triggering/enhancement of PI3K signals (via BCAP and ICOS) as well as their regulation (via PIK3IP1 and PHLPP) and how these signals integrate and determine cellular processes.,Review; Mechanism; Biomarker,"Journal Article; Research Support, N.I.H., Extramural; Review",Cell Differentiation; Humans; Phosphatidylinositol 3-Kinases; Signal Transduction; T-Lymphocytes
PIK3IP1,GANT61 suppresses proliferation and induces apoptosis in ALK-Positive anaplastic large cell lymphoma via modulating the Hh-PIK3IP1-Akt signaling axis.,Annals of hematology,2026,41571844,10.1007/s00277-026-06827-2,B,Human laboratory study,"PubMed abstract evidence: Protein expression levels of apoptosis-related markers (Bcl-2, Bax, caspase-3, cleaved caspase-3) and signaling molecules (Gli1, PIK3IP1, Akt, phosphorylated Akt) were quantitatively examined by western blotting.",Association; Mechanism; Biomarker; Experimental evidence,Journal Article,"Lymphoma, Large-Cell, Anaplastic; Apoptosis; Pyrimidines; Anaplastic Lymphoma Kinase; Signal Transduction; Pyridines; Humans; Cell Proliferation; Cell Line, Tumor; Proto-Oncogene Proteins c-akt; Hedgehog Proteins; Gene Expression Regulation, Neoplastic"
PPBP,PPBP and DEFA1/DEFA3 genes in hyperlipidaemia as feasible synergistic inflammatory biomarkers for coronary heart disease.,Lipids in health and disease,2017,28420383,10.1186/s12944-017-0471-0,A,Human study,"PubMed abstract evidence: RESULTS: α-defensin (DEFA1/DEFA3), pro-platelet basic protein (PPBP), and beta and alpha2 hemoglobin mRNA expression was significantly increased in H and CHD groups compared with controls, but only plasma PPBP and α-defensin proteins were correspondingly increased.",Association; Biomarker; Experimental evidence,Journal Article,"Adult; Aged; Atherosclerosis; Biomarkers; Case-Control Studies; Cholesterol, HDL; Cholesterol, LDL; Coronary Disease; Female; Gene Expression; Humans; Hyperlipidemias; Leukocytes, Mononuclear; Male; Middle Aged; Oligonucleotide Array Sequence Analysis; Triglycerides; alpha-Defensins; alpha-Globins; beta-Globins; beta-Thromboglobulin"
PPBP,PPBP gene as a biomarker for coronary heart disease risk in postmenopausal Thai women.,PeerJ,2022,35734636,10.7717/peerj.13615,A,Human study,PubMed abstract evidence: We recently reported that the PPBP and DEFA1/DEFA3 genes may be feasible synergistic biomarkers for CHD risk in Thai men with hyperlipidemia.,Association; Biomarker; Experimental evidence,"Journal Article; Research Support, Non-U.S. Gov't","Female; Humans; Male; Atherosclerosis; Biomarkers; Coronary Disease; Cross-Sectional Studies; Estrogens; Hyperlipidemias; Leukocytes, Mononuclear; Postmenopause; RNA, Messenger; Southeast Asian People; beta-Thromboglobulin"
PPBP,Migration of CD8 + TSCM cells into intestine via PPBP-CXCR2 axis increases host stress susceptibility by inhibiting gut microbiome-derived homovanillic acid.,Nature communications,2025,41258106,10.1038/s41467-025-65112-4,A,Human and laboratory/animal study,PubMed abstract evidence: The publication title identifies PPBP as its subject: Migration of CD8 + TSCM cells into intestine via PPBP-CXCR2 axis increases host stress susceptibility by inhibiting gut microbiome-derived homovanillic acid.,Association; Mechanism; Experimental evidence,Journal Article,"Animals; Gastrointestinal Microbiome; CD8-Positive T-Lymphocytes; Humans; Mice; Male; Mice, Inbred C57BL; Stress, Psychological; Female; Cell Movement; Memory T Cells; Intestines; Adoptive Transfer"
